10	요구사항 검증(Requirements Validation)과 관련한 설명으로 틀린 것은?	요구사항이 고객이 정말 원하는 시스템을 제대로 정의하고 있는지 점검하는 과정이다.	개발완료 이후에 문제점이 발견될 경우 막대한 재작업 비용이 들 수 있기 때문에 요구사항 검증은 매우 중요하다.	요구사항이 실제 요구를 반영하는지, 문서상의 요구사항은 서로 상충되지 않는지 등을 점검한다.	요구사항 검증 과정을 통해 모든 요구사항 문제를 발견할수 있다.	4	2021년/3회
11	UML 모델에서 한 사물의 명세가 바뀌면 다른사물에 영향을 주며, 일반적으로 한 클래스가 다른 클래스를 오퍼레이션의 매개변수로 사용하는 경우에 나타나는 관계는?	Association	Dependency	Realization	Generalization	2	2021년/3회
12	익스트림 프로그래밍 (XP)에 대한 설명으로 틀린 것은?	빠른 개발을 위해 테스트를 수행하지 않는다.	사용자의 요구사항은 언제든지 변할 수있다.	고객과 직접 대면하며 요구사항을 이야기하기 위해 사용자 스토리(User Story)를 활용할 수 있다.	기존의 방법론에 비해 실용성(Pragmatism)을 강조한 것이라고 볼 수있다.	1	2021년/3회
13	소프트웨어 설계에서 사용되는 대표적인 추상화(Abstraction) 기법이 아닌 것은?	자료 추상화	제어 추상화	과정 추상화	강도 추상화	4	2021년/3회
14	객체지향 설계에서 정보 은닉(Information Hiding)과 관련한설명으로 틀린 것은?	필요하지 않은 정보는 접근할 수 없도록 하여 한 모듈 또는 하부시스템이 다른 모듈의 구현에 영향을 받지 않게 설계되는것을 의미한다.	모듈들 사이의 독립성을 유지시키는 데 도움이 된다.	설계에서 은닉되어야 할 기본 정보로는 IP주소와 같은 물리적 코드, 상세 데이터 구조 등이 있다.	모듈 내부의 자료 구조와 접근 동작들에만 수정을 국한하기 때문에 요구사항 등변화에 따른 수정이 불가능하다.	4	2021년/3회
15	소프트웨어 공학에서 모델링 (Modeling)과 관련한 설명으로 틀린 것은?	개발팀이 응용문제를 이해하는 데 도움을 줄 수 있다.	유지보수 단계에서만 모델링 기법을 활용한다.	개발될 시스템에 대하여 여러 분야의 엔지니어들이 공통된 개념을 공유하는 데 도움을 준다.	절차적인 프로그램을 위한 자료흐름도는 프로세스 위주의 모델링 방법이다.	2	2021년/3회
16	요구 분석(Requirement Analysis)에 대한 설명으로 틀린 것은?	요구 분석은 소프트웨어 개발의 실제적인 첫 단계로 사용자의 요구에 대해 이해하는 단계라 할 수 있다.	요구 추출(Requirement Elicitation)은 프로젝트 계획 단계에 정의한 문제의 범위 안에 있는 사용자의 요구를 찾는 단계이다.	도메인 분석(Domain Analysis)은 요구에 대한 정보를 수집하고 배경을 분석하여 이를 토대로 모델링을 하게 된다.	기능적(Functional) 요구에서 시스템 구축에대한 성능, 보안, 품질, 안정 등에 대한 요구사항을 도출한다.	4	2021년/3회
17	분산 시스템을 위한 마스터-슬레이브(Master-Slave) 아키텍처에 대한 설명으로 틀린 것은?	일반적으로 실시간 시스템에서 사용된다.	마스터 프로세스는 일반적으로 연산, 통신, 조정을 책임진다.	슬레이브 프로세스는 데이터 수집 기능을 수행할 수 없다.	마스터 프로세스는 슬레이브 프로세스들을 제어할 수 있다.	3	2021년/3회
18	요구 사항 정의 및 분석·설계의 결과물을 표현하기 위한 모델링 과정에서 사용되는 다이어그램(Diagram)이 아닌 것은?	Data Flow Diagram	UML Diagram	E-R Diagram	AVL Diagram	4	2021년/3회
19	객체지향의 주요 개념에 대한 설명으로 틀린 것은?	캡슐화는 상위클래스에서 속성이나 연산을 전달받아 새로운 형태의 클래스로 확장하여 사용하는 것을 의미한다.	객체는 실세계에 존재하거나 생각할 수 있는 것을 말한다.	클래스는 하나 이상의 유사한 객체들을 묶어 공통된 특성을 표현한 것이다.	다형성은 상속받은 여러 개의 하위 객체들이 다른 형태의 특성을 갖는 객체로 이용될 수 있는 성질이다.	1	2021년/3회
20	사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?	사용자와 시스템이 정보를 주고받는 상호작용이 잘 이루어지도록 하는 장치나 소프트웨어를 의미한다.	편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.	배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.	사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.	2	2021년/3회
21	GoF(Gang of Four) 디자인 패턴과 관련한 설명으로 틀린 것은?	디자인 패턴을 목적(Purpose)으로 분류할 때 생성, 구조, 행위로 분류할 수 있다.	Strategy 패턴은 대표적인 구조 패턴으로 인스턴스를 복제하여 사용하는 구조를 말한다.	행위 패턴은 클래스나 객체들이 상호작용하는 방법과 책임을 분산하는 방법을 정의한다.	Singleton 패턴은 특정 클래스의 인스턴스가 오직 하나임을 보장하고, 이 인스턴스에 대한 접근 방법을 제공한다.	2	2021년/3회
22	애자일 개발 방법론과 관련한 설명으로 틀린 것은?	빠른 릴리즈를 통해 문제점을 빠르게 파악할 수 있다.	정확한 결과 도출을 위해 계획 수립과 문서화에 중점을 둔다.	고객과의 의사소통을 중요하게 생각한다.	진화하는 요구사항을 수용하는데 적합하다.	2	2021년/3회
23	럼바우(Rumbaugh)의 객체지향 분석 기법 중 자료 흐름도(DFD)를 주로 이용하는 것은?	기능 모델링	동적 모델링	객체 모델링	정적 모델링	1	2021년/3회
24	순차 다이어그램(Sequence Diagram)과 관련한 설명으로 틀린 것은?	객체들의 상호 작용을 나타내기 위해 사용한다.	시간의 흐름에 따라 객체들이 주고 받는 메시지의 전달 과정을 강조한다.	동적 다이어그램보다는 정적 다이어그램에 가깝다.	교류 다이어그램(Interaction Diagram)의 한 종류로 볼 수 있다.	3	2021년/3회
25	객체지향 분석 기법과 관련한 설명으로 틀린것은?	동적 모델링 기법이 사용될 수 있다.	기능 중심으로 시스템을 파악하며 순차적인처리가 중요시되는 하향식(Top-down)방식으로 볼 수 있다.	데이터와 행위를 하나로 묶어 객체를 정의내리고 추상화시키는 작업이라 할 수 있다.	코드 재사용에 의한 프로그램 생산성 향상 및 요구에 따른 시스템의 쉬운 변경이 가능하다.	2	2021년/3회
26	대표적으로 DOS 및 Unix 등의 운영체제에서조작을 위해 사용하던 것으로, 정해진 명령문자열을 입력하여 시스템을 조작하는 사용자인터페이스(User Interface)는?	GUI(Graphical User Interface)	CLI(Command Line Interface)	CUI(Cell User Interface)	MUI(Mobile User Interface)	2	2021년/3회
27	분산 시스템에서의 미들웨어 (Middleware)와 관련한 설명으로 틀린 것은?	분산 시스템에서 다양한 부분을 관리하고 통신하며 데이터를 교환하게 해주는 소프트웨어로 볼 수 있다.	위치 투명성(Location Transparency)을 제공한다.	분산 시스템의 여러 컴포넌트가 요구하는 재사용가능한 서비스의 구현을 제공한다.	애플리케이션과 사용자 사이에서만 분산서비스를 제공한다.	4	2021년/3회
28	소프트웨어 아키텍처와 관련한 설명으로 틀린것은?	파이프 필터 아키텍처에서 데이터는 파이프를 통해 양방향으로 흐르며, 필터 이동 시 오버헤드가 발생하지 않는다.	외부에서 인식할 수 있는 특성이 담긴 소프트웨어의 골격이 되는 기본 구조로 볼수 있다.	데이터 중심 아키텍처는 공유 데이터저장소를 통해 접근자 간의 통신이 이루어지므로 각 접근자의 수정과 확장이 용이하다.	이해 관계자들의 품질 요구사항을 반영하여 품질 속성을 결정한다.	1	2021년/3회
29	UML 다이어그램 중 순차 다이어그램에 대한 설명으로 틀린 것은?	객체 간의 동적 상호작용을 시간 개념을 중심으로 모델링 하는 것이다.	주로 시스템의 정적 측면을 모델링하기 위해 사용한다.	일반적으로 다이어그램의 수직 방향이 시간의 흐름을 나타낸다.	회귀 메시지(Self-Message), 제어블록(Statement block) 등으로 구성된다.	2	2022년/2회
30	메시지 지향 미들웨어(Message-Oriented Middleware, MOM)에 대한 설명으로 틀린 것은?	느리고 안정적인 응답보다는 즉각적인 응답이 필요한 온라인 업무에 적합하다.	독립적인 애플리케이션을 하나의 통합된 시스템으로 묶기 위한 역할을 한다.	송신측과 수신측의 연결 시 메시지 큐를 활용하는 방법이 있다.	상이한 애플리케이션 간 통신을 비동기 방식으로 지원한다.	1	2022년/2회
31	익스트림 프로그래밍에 대한 설명으로 틀린 것은?	대표적인 구조적 방법론 중 하나이다.	소규모 개발 조직이 불확실하고 변경이 많은 요구를 접하였을 때 적절한 방법이다.	익스트림 프로그래밍을 구동시키는 원리는 상식적인 원리와 경험을 최대한 끌어 올리는 것이다.	구체적인 실천 방법을 정의하고 있으며, 개발 문서 보다는 소스코드에 중점을 둔다.	1	2022년/2회
32	유스케이스(Use Case)의 구성 요소 간의 관계에 포함되지 않는 것은?	연관	확장	구체화	일반화	3	2022년/2회
33	요구사항 분석에서 비기능적(Nonfunctional) 요구에 대한 설명으로 옳은 것은?	시스템의 처리량(Throughput), 반응 시간 등의 성능 요구나 품질 요구는 비기능적 요구에 해당하지 않는다.	차량 대여 시스템이 제공하는 모든 화면이 3초 이내에 사용자에게 보여야 한다'는 비기능적 요구이다.	시스템 구축과 관련된 안전, 보안에 대한 요구사항들은 비기능적 요구에 해당하지 않는다.	금융 시스템은 조회, 인출, 입금, 송금의 기능이 있어야 한다'는 비기능적 요구이다.	2	2022년/2회
34	정보공학 방법론에서 데이터베이스 설계의 표현으로 사용하는 모델링 언어는?	Package Diagram	State Transition Diagram	Deployment Diagram	Entity-Relationship Diagram	4	2022년/2회
35	미들웨어(Middleware)에 대한 설명으로 틀린 것은?	여러 운영체제에서 응용 프로그램들 사이에 위치한 소프트웨어이다.	미들웨어의 서비스 이용을 위해 사용자가 정보 교환 방법 등의 내부 동작을 쉽게 확인할 수 있어야 한다.	소프트웨어 컴포넌트를 연결하기 위한 준비된 인프라 구조를 제공한다.	여러 컴포넌트를 1대 1, 1대 다, 다대 다 등 여러 가지 형태로 연결이 가능하다.	2	2022년/2회
36	UI의 설계 지침으로 틀린 것은?	이해하기 편하고 쉽게 사용할 수 있는 환경을 제공해야 한다.	주요 기능을 메인 화면에 노출하여 조작이 쉽도록 하여야 한다.	치명적인 오류에 대한 부정적인 사항은 사용자가 인지할 수 없도록 한다.	사용자의 직무, 연령, 성별 등 다양한 계층을 수용하여야 한다.	3	2022년/2회
37	객체지향 개념에서 다형성(Polymorphism)과 관련한 설명으로 틀린 것은?	다형성은 현재 코드를 변경하지 않고 새로운 클래스를 쉽게 추가할 수 있게 한다.	다형성이란 여러 가지 형태를 가지고 있다는 의미로, 여러 형태를 받아들일 수 있는 특징을 말한다.	메소드 오버라이딩(Overriding)은 상위 클래스에서 정의한 일반 메소드의 구현을 하위 클래스에서 무시하고 재정의할 수 있다.	메소드 오버로딩(Overloading)의 경우 매개 변수 타입은 동일하지만 메소드명을 다르게 함으로써 구현, 구분할 수 있다.	4	2022년/2회
38	소프트웨어 개발 영역을 결정하는 요소 중 다음 사항과 관계있는 것은? "소프트웨어에 의해 간접적으로 제어되는 장치와 소프트웨어를 실행하는 하드웨어, 또는 순서적 연산에 의해 소프트웨어를 실행하는 절차"	기능(Function)	성능(Performance)	제약 조건(Constraint)	인터페이스(Interface)	4	2022년/2회
39	객체에 대한 설명으로 틀린 것은?	객체는 상태, 동작, 고유 식별자를 가진 모든 것이라 할 수 있다.	객체는 공통 속성을 공유하는 클래스들의 집합이다.	객체는 필요한 자료 구조와 이에 수행되는 함수들을 가진 하나의 독립된 존재이다.	객체의 상태는 속성값에 의해 정의된다.	2	2022년/2회
40	속성과 관련된 연산(Operation)을 클래스 안에 묶어서 하나로 취급하는 것을 의미하는 객체지향 개념은?	Inheritance	Class	Encapsulation	Association	3	2022년/2회
41	애자일(Agile) 프로세스 모델에 대한 설명으로 틀린 것은?	변화에 대한 대응보다는 자세한 계획을 중심으로 소프트웨어를 개발한다.	프로세스와 도구 중심이 아닌 개개인과의 상호소통을 통해 의견을 수렴한다.	협상과 계약보다는 고객과의 협력을 중시한다.	문서 중심이 아닌, 실행 가능한 소프트웨어를 중시한다.	1	2022년/2회
42	명백한 역할을 가지고 독립적으로 존재할 수 있는 시스템의 부분으로 넓은 의미에서는 재사용되는 모든 단위라고 볼 수 있으며, 인터페이스를 통해서만 접근할 수 있는 것은?	Model	Sheet	Component	Cell	3	2022년/2회
43	GoF(Gang of Four) 디자인 패턴을 생성, 구조, 행동 패턴의 세 그룹으로 분류할 때, 구조 패턴이 아닌 것은?	Adapter 패턴	Bridge 패턴	Builder 패턴	Proxy 패턴	3	2022년/2회
44	UI와 관련된 기본 개념 중 하나로, 시스템의 상태와 사용자의 지시에 대한 효과를 보여주어 사용자가 명령에 대한 진행 상황과 표시된 내용을 해석할 수 있도록 도와주는 것은?	Feedback	Posture	Module	Hash	1	2022년/2회
45	UI의 종류로 멀티 터치(Multi-touch), 동작 인식(Gesture Recognition) 등 사용자의 자연스러운 움직임을 인식하여 서로 주고받는 정보를 제공하는 사용자 인터페이스를 의미하는 것은?	GUI(Graphical User Interface)	OUI(Organic User Interface)	NUI(Natural User Interface)	CLI(Command Line Interface)	3	2022년/2회
46	소프트웨어 모델링과 관련한 설명으로 틀린 것은?	모델링 작업의 결과물은 다른 모델링 작업에 영향을 줄 수 없다.	구조적 방법론에서는 DFD(Data Flow Diagram), DD(Data Dictionary) 등을 사용하여 요구 사항의 결과를 표현한다.	객체지향 방법론에서는 UML 표기법을 사용한다.	소프트웨어 모델을 사용할 경우 개발될 소프트웨어에 대한 이해도 및 이해 당사자 간의 의사소통 향상에 도움이 된다.	1	2022년/2회
47	유스케이스 다이어그램(Use Case Diagram)에 관련된 내용으로 틀린 것은?	시스템과 상호작용하는 외부시스템은 액터로 파악해서는 안된다.	유스케이스는 사용자 측면에서의 요구사항으로, 사용자가 원하는 목표를 달성하기 위해 수행할 내용을 기술한다.	시스템 액터는 다른 프로젝트에서 이미 개발되어 사용되고 있으며, 본 시스템과 데이터를 주고받는 등 서로 연동되는 시스템을 말한다.	액터가 인식할 수 없는 시스템 내부의 기능을 하나의 유스케이스로 파악해서는 안된다.	1	2022년/2회
48	소프트웨어 아키텍처 모델 중 MVC(Model-View-Controller)와 관련한 설명으로 틀린 것은?	MVC 모델은 사용자 인터페이스를 담당하는 계층의 응집도를 높일 수 있고, 여러 개의 다른 UI를 만들어 그 사이에 결합도를 낮출 수 있다.	모델(Model)은 뷰(View)와 제어(Controller) 사이에서 전달자 역할을 하며, 뷰마다 모델 서브시스템이 각각 하나씩 연결된다.	뷰(View)는 모델(Model)에 있는 데이터를 사용자 인터페이스에 보이는 역할을 담당한다.	제어(Controller)는 모델(Model)에 명령을 보냄으로써 모델의 상태를 변경할 수 있다.	2	2022년/2회
49	통합 테스트(Integration Test)와 관련한 설명으로 틀린 것은?	시스템을 구성하는 모듈의 인터페이스와 결합을 테스트하는 것이다.	하향식 통합 테스트의 경우 넓이 우선(Breadth First) 방식으로 테스트를 할 모듈을 선택할 수 있다.	상향식 통합 테스트의 경우 시스템 구조도의 최상위에 있는 모듈을 먼저 구현하고 테스트한다.	모듈 간의 인터페이스와 시스템의 동작이 정상적으로 잘되고 있는지를 빨리 파악하고자 할 때 상향식 보다는 하향식 통합 테스트를 사용하는 것이 좋다.	3	2022년/2회
50	다음과 같이 레코드가 구성되어 있을 때, 이진 검색 방법으로 14를 찾을 경우 비교되는 횟수는? 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15	2	3	4	5	2	2022년/2회
51	소프트웨어 공학에서 워크스루(Walkthrough)에 대한 설명으로 틀린 것은?	사용사례를 확장하여 명세하거나 설계 다이어그램, 원시코드, 테스트 케이스 등에 적용할 수 있다.	복잡한 알고리즘 또는 반복, 실시간 동작, 병행 처리와 같은 기능이나 동작을 이해하려고 할 때 유용하다.	인스펙션(Inspection)과 동일한 의미를 가진다.	단순한 테스트 케이스를 이용하여 프로덕트를 수작업으로 수행해 보는 것이다.	3	2022년/2회
52	소프트웨어의 개발과정에서 소프트웨어의 변경사항을 관리하기 위해 개발된 일련의 활동을 뜻하는 것은?	복호화	형상관리	저작권	크랙	2	2022년/2회
53	테스트 케이스와 관련한 설명으로 틀린 것은?	테스트의 목표 및 테스트 방법을 결정하기 전에 테스트 케이스를 작성해야 한다.	프로그램에 결함이 있더라도 입력에 대해 정상적인 결과를 낼 수 있기 때문에 결함을 검사할 수 있는 테스트 케이스를 찾는 것이 중요하다.	개발된 서비스가 정의된 요구 사항을 준수하는지 확인하기 위한 입력 값과 실행 조건, 예상 결과의 집합으로 볼 수 있다.	테스트 케이스 실행이 통과되었는지 실패하였는지 판단하기 위한 기준을 테스트 오라클(Test Oracle)이라고 한다.	1	2022년/2회
54	객체지향 개념을 활용한 소프트웨어 구현과 관련한 설명 중 틀린 것은?	객체(Object)란 필요한 자료 구조와 수행되는 함수들을 가진 하나의 독립된 존재이다.	JAVA에서 정보은닉(Information Hiding)을 표기할 때 private의 의미는 '공개'이다.	상속(Inheritance)은 개별 클래스를 상속 관계로 묶음으로써 클래스 간의 체계화된 전체 구조를 파악하기 쉽다는 장점이 있다.	같은 클래스에 속하는 개개의 객체이자 하나의 클래스에서 생성된 객체를 인스턴스(Instance)라고 한다.	2	2022년/2회
55	DRM(Digital Rights Management)과 관련한 설명으로 틀린 것은?	디지털 콘텐츠와 디바이스의 사용을 제한하기 위해 하드웨어 제조업자, 저작권자, 출판업자 등이 사용할 수 있는 접근 제어 기술을 의미한다.	디지털 미디어의 생명 주기 동안 발생하는 사용 권한 관리, 과금, 유통 단계를 관리하는 기술로도 볼 수 있다.	클리어링 하우스(Clearing House)는 사용자에게 콘텐츠 라이센스를 발급하고 권한을 부여해주는 시스템을 말한다.	원본을 안전하게 유통하기 위한 전자적 보안은 고려하지 않기 때문에 불법 유통과 복제의 방지는 불가능하다.	4	2022년/2회
56	위험 모니터링의 의미로 옳은 것은?	위험을 이해하는 것	첫 번째 조치로 위험을 피할 수 있도록 하는 것	위험 발생 후 즉시 조치하는 것	위험 요소 징후들에 대하여 계속적으로 인지하는 것	4	2022년/2회
57	동시에 소스를 수정하는 것을 방지하며 다른 방향으로 진행된 개발 결과를 합치거나 변경 내용을 추적할 수 있는 소프트웨어 버전 관리 도구는?	RCS(Revision Control System)	RTS(Reliable Transfer Service)	RPC(Remote Procedure Call)	RVS(Relative Version System)	1	2022년/2회
58	화이트박스 테스트와 관련한 설명으로 틀린 것은?	화이트박스 테스트의 이해를 위해 논리흐름도(Logic-Flow Diagram)를 이용할 수 있다.	테스트 데이터를 이용해 실제 프로그램을 실행함으로써 오류를 찾는 동적 테스트(Dynamic Test)에 해당한다.	프로그램의 구조를 고려하지 않기 때문에 테스트 케이스는 프로그램 또는 모듈의 요구나 명세를 기초로 결정한다.	테스트 데이터를 선택하기 위하여 검증기준(Test Coverage)을 정한다.	3	2022년/2회
59	알고리즘과 관련한 설명으로 틀린 것은?	주어진 작업을 수행하는 컴퓨터 명령어를 순서대로 나열한 것으로 볼 수 있다.	검색(Searching)은 정렬이 되지 않은 데이터 혹은 정렬이 된 데이터 중에서 키값에 해당되는 데이터를 찾는 알고리즘이다.	정렬(Sorting)은 흩어져있는 데이터를 키값을 이용하여 순서대로 열거하는 알고리즘이다.	선형 검색은 검색을 수행하기 전에 반드시 데이터의 집합이 정렬되어 있어야 한다.	4	2022년/2회
60	버블 정렬을 이용하여 다음 자료를 오름차순으로 정렬할 경우 PASS 1의 결과는? [9, 6, 7, 3, 5]	6, 9, 7, 3, 5	3, 9, 6, 7, 5	3, 6, 7, 9, 5	6, 7, 3, 5, 9	4	2022년/2회
61	소프트웨어를 보다 쉽게 이해할 수 있고 적은 비용으로 수정할 수 있도록 겉으로 보이는 동작의 변화 없이 내부구조를 변경하는 것은?	Refactoring	Architecting	Specification	Renewal	1	2022년/2회
62	단위 테스트(Unit Test)와 관련한 설명으로 틀린 것은?	구현 단계에서 각 모듈의 개발을 완료한 후 개발자가 명세서의 내용대로 정확히 구현되었는지 테스트한다.	모듈 내부의 구조를 구체적으로 볼 수 있는 구조적 테스트를 주로 시행한다.	필요 데이터를 인자를 통해 넘겨주고, 테스트 완료 후 그 결과값을 받는 역할을 하는 가상의 모듈을 테스트 스텁(Stub)이라고 한다.	테스트할 모듈을 호출하는 모듈도 있고, 테스트할 모듈이 호출하는 모듈도 있다.	3	2022년/2회
63	IDE(Integrated Development Environment) 도구의 각 기능에 대한 설명으로 틀린 것은?	Coding - 프로그래밍 언어를 가지고 컴퓨터 프로그램을 작성할 수 있는 환경을 제공	Compile - 저급언어의 프로그램을 고급언어 프로그램으로 변환하는 기능	Debugging - 프로그램에서 발견되는 버그를 찾아 수정할 수 있는 기능	Deployment - 소프트웨어를 최종 사용자에게 전달하기 위한 기능	2	2022년/2회
64	인터페이스 구현 시 사용하는 기술로 속성-값 쌍(Attribute-Value Pairs)으로 이루어진 데이터 오브젝트를 전달하기 위해 사용하는 개방형 표준 포맷은?	JSON	HTML	AVPN	DOF	1	2022년/2회
65	순서가 있는 리스트에서 데이터의 삽입(Push), 삭제(Pop)가 한 쪽 끝에서 일어나며 LIFO(Last-In-First-Out)의 특징을 가지는 자료구조는?	Tree	Graph	Stack	Queue	3	2022년/2회
66	다음 중 단위 테스트 도구로 사용될 수 없는 것은?	CppUnit	JUnit	HttpUnit	IgpUnit	4	2022년/2회
67	다음을 만족하는 정규형은? 테이블 R에 존재하는 모든 함수적 종속에서 결정자가 후보키이다.	BCNF	제1정규형	제2정규형	제3정규형	1	2022년/2회
68	트랜잭션의 모든 연산들이 정상적으로 수행 완료되거나 아니면 전혀 어떠한 연산도 수행되지 않은 원래 상태가 되도록 해야 한다. 이에 해당 하는 성질은?	Atomicity	Consistency	Isolation	Durability	1	2022년/2회
69	분산 데이터베이스 시스템과 관련한 설명으로 틀린 것은?	물리적으로 분산된 데이터베이스 시스템을 논리적으로 하나의 데이터베이스 시스템처럼 사용할 수 있도록 한 것이다.	물리적으로 분산되어 지역별로 필요한 데이터를 처리할 수 있는 지역 컴퓨터(Local Computer)를 분산 처리기(Distributed Processor)라고 한다.	분산 데이터베이스 시스템을 위한 통신 네트워크 구조가 데이터 통신에 영향을 주므로 효율적으로 설계해야 한다.	데이터베이스가 분산되어 있음을 사용자가 인식할 수 있도록 분산 투명성(Distribution Transparency)을 배제해야 한다.	4	2022년/2회
70	데이터베이스의 인덱스와 관련한 설명으로 틀린 것은?	문헌의 색인, 사전과 같이 데이터를 쉽고 빠르게 찾을 수 있도록 만든 데이터 구조이다.	테이블에 붙여진 색인으로 데이터 검색 시 처리 속도 향상에 도움이 된다.	인덱스의 추가, 삭제 명령어는 각각 ADD, DELETE이다.	대부분의 데이터베이스에서 테이블을 삭제하면 인덱스도 같이 삭제된다.	3	2022년/2회
71	물리적 데이터베이스 구조의 기본 데이터 단위인 저장 레코드의 양식을 설계할 때 고려 사항이 아닌 것은?	데이터 타입	데이터 값의 분포	트랜잭션 모델링	접근 빈도	3	2022년/2회
72	SQL의 기능에 따른 분류 중에서 REVOKE문과 같이 데이터의 사용 권한을 관리하는데 사용하는 언어는?	DDL(Data Definition Language)	DML(Data Manipulation Language)	DCL(Data Control Language)	DUL(Data User Language)	3	2022년/2회
73	데이터 사전에 대한 설명으로 틀린 것은?	시스템 카탈로그 또는 시스템 데이터베이스라고도 한다.	데이터 사전 역시 데이터베이스의 일종이므로 일반 사용자가 생성, 유지 및 수정 할 수 있다.	데이터베이스에 대한 데이터인 메타데이터(Metadata)를 저장하고 있다.	데이터 사전에 있는 데이터에 실제로 접근하는 데 필요한 위치 정보는 데이터 디렉토리(Data Directory)라는 곳에서 관리한다.	2	2022년/2회
74	데이터베이스에서 릴레이션에 대한 설명으로 틀린 것은?	모든 튜플은 서로 다른 값을 가지고 있다.	하나의 릴레이션에서 튜플은 특정한 순서를 가진다.	각 속성은 릴레이션 내에서 유일한 이름을 가진다.	모든 속성 값은 원자 값(atomic value)을 가진다.	2	2022년/2회
